match_id,home_xg,away_xg,home_shots,away_shots,home_possession,away_possession,home_fouls,away_fouls,home_yellows,away_yellows
159,1.34,0.91,12,12,50.1,49.9,16,14,1,4
160,1.48,1.12,16,4,54.0,46.0,17,8,1,1
161,0.27,1.42,4,13,35.0,65.0,11,8,1,0
162,1.59,1.99,15,10,45.6,54.4,15,8,2,1
163,1.52,0.96,14,7,56.3,43.7,12,13,3,4
164,2.28,2.18,12,7,47.2,52.8,14,18,0,0
165,1.43,1.77,12,4,54.6,45.4,11,13,3,4
166,1.8,0.1,16,6,58.8,41.2,15,10,3,4
167,1.15,1.61,15,5,54.6,45.4,16,13,2,1
168,2.16,1.51,14,3,56.7,43.3,12,9,2,0
169,0.99,2.07,12,13,58.7,41.3,14,8,1,4
170,2.21,1.71,11,5,51.3,48.7,11,11,1,1
171,1.75,0.43,13,8,52.4,47.6,12,18,3,4
172,3.0,1.15,13,9,53.3,46.7,8,18,0,3
173,1.35,1.03,14,9,52.2,47.8,10,18,1,4
174,3.31,1.04,18,10,58.6,41.4,8,11,2,4
175,1.9,1.67,17,11,51.9,48.1,12,18,2,3
176,0.7,0.93,7,9,41.8,58.2,14,13,3,2
177,2.37,1.08,9,9,50.8,49.2,11,15,2,4
178,1.08,0.96,11,3,54.7,45.3,17,14,4,0
179,2.42,1.68,13,9,54.0,46.0,8,16,2,4
180,1.97,1.91,12,6,47.3,52.7,18,17,4,2
181,1.93,1.74,9,6,46.3,53.7,12,18,0,3
182,3.12,3.19,7,15,50.5,49.5,9,13,2,2
183,2.75,2.06,13,13,45.6,54.4,12,12,2,1
184,2.12,0.28,10,1,48.8,51.2,10,16,1,0
185,1.97,1.32,8,9,47.6,52.4,17,14,2,1
186,1.9,1.37,18,6,57.7,42.3,8,18,3,2
187,1.49,0.95,17,4,60.3,39.7,12,14,3,3
188,2.45,0.1,13,1,60.4,39.6,8,17,4,1
189,0.94,1.61,7,8,46.1,53.9,13,11,4,3
190,1.32,1.64,13,10,58.6,41.4,18,13,4,2
191,0.94,1.44,16,5,58.9,41.1,10,18,4,1
192,1.62,1.23,6,14,38.2,61.8,12,9,3,1
193,0.99,0.84,12,9,55.8,44.2,12,16,1,2
194,1.37,1.63,17,9,58.3,41.7,18,9,1,2
195,1.46,2.2,7,17,35.0,65.0,11,12,3,2
196,1.07,2.36,15,12,51.4,48.6,13,12,4,2
197,1.19,1.4,12,6,47.7,52.3,15,9,3,0
198,0.56,1.74,16,7,59.5,40.5,18,17,4,4
199,1.39,0.46,12,6,55.6,44.4,9,15,1,4
200,1.34,0.8,16,5,55.6,44.4,9,18,3,4
201,2.04,0.99,17,4,66.6,33.4,12,14,0,1
202,0.62,0.1,12,5,63.1,36.9,10,11,2,3
203,3.23,1.41,15,6,55.0,45.0,17,15,1,2
204,2.26,0.1,17,2,67.5,32.5,10,9,3,2
205,0.62,0.59,11,10,62.0,38.0,18,10,2,0
206,1.34,1.36,10,12,50.8,49.2,8,15,2,1
207,2.63,1.98,11,12,48.5,51.5,10,17,1,3
208,1.94,1.09,11,8,61.2,38.8,9,10,4,3
209,0.9,1.44,10,8,49.6,50.4,18,14,3,3
210,3.57,1.07,17,7,52.6,47.4,15,14,0,0
211,0.72,0.8,4,9,43.1,56.9,16,11,2,0
212,1.23,2.32,15,5,51.0,49.0,13,16,1,0
213,1.32,1.85,12,10,51.3,48.7,18,8,1,1
214,1.65,2.2,19,9,62.0,38.0,13,12,1,0
215,0.8,1.06,9,7,57.2,42.8,14,16,4,2
216,0.89,2.68,11,12,57.8,42.2,10,9,0,2
217,1.23,1.8,6,9,49.4,50.6,12,15,4,4
218,1.57,0.62,11,7,55.4,44.6,16,13,3,1
219,1.01,2.04,7,18,39.2,60.8,13,15,2,1
220,2.2,1.35,17,13,51.3,48.7,10,14,0,1
221,1.54,1.59,15,6,54.9,45.1,11,10,1,0
222,2.6,1.18,16,13,49.6,50.4,17,16,1,0
223,1.52,1.41,9,17,40.8,59.2,13,18,0,3
224,2.53,1.07,16,3,65.7,34.3,18,12,4,4
225,0.64,2.73,9,15,38.3,61.7,8,17,0,0
226,2.45,1.89,20,5,57.1,42.9,18,8,0,0
227,0.82,0.98,2,14,39.1,60.9,14,15,3,0
228,1.32,2.24,6,13,37.8,62.2,16,12,3,1
229,3.05,2.11,12,14,54.0,46.0,11,18,0,2
230,1.68,1.81,13,7,48.1,51.9,14,18,0,4
231,1.74,1.87,11,8,46.4,53.6,12,17,4,1
232,1.07,3.98,2,14,38.7,61.3,14,9,4,4
233,1.91,1.37,14,7,46.7,53.3,9,12,0,0
234,0.78,0.16,15,2,52.1,47.9,15,11,4,1
235,1.93,1.12,16,8,55.3,44.7,12,16,1,2
236,1.34,1.24,13,6,64.7,35.3,14,12,1,0
237,3.28,0.88,12,12,43.7,56.3,16,15,1,3
238,1.51,3.1,11,7,55.4,44.6,13,11,0,0
239,1.9,3.14,11,12,40.7,59.3,18,9,0,4
240,1.45,1.38,11,12,46.4,53.6,18,15,1,0
241,1.56,0.72,8,9,62.7,37.3,16,9,0,2
242,1.12,1.55,12,11,41.6,58.4,18,11,3,2
243,0.56,1.89,10,7,54.0,46.0,12,15,0,0
244,1.28,1.81,9,7,45.6,54.4,10,8,2,2
245,2.21,2.33,8,14,35.0,65.0,18,13,3,0
246,1.85,2.56,11,9,59.7,40.3,9,8,0,1
247,1.06,0.1,14,2,54.9,45.1,18,18,1,2
248,1.33,0.71,17,5,63.4,36.6,13,15,4,2
249,2.28,3.27,10,9,50.5,49.5,9,13,2,1
250,2.18,0.36,13,7,52.4,47.6,9,14,3,3
251,1.59,0.1,15,6,49.6,50.4,12,14,3,3
252,2.37,0.8,8,11,40.2,59.8,18,10,0,1
253,2.67,0.48,18,5,62.3,37.7,8,10,0,3
254,4.83,0.75,20,7,64.1,35.9,17,15,4,3
255,1.86,0.98,10,15,42.8,57.2,10,17,3,2
256,2.43,0.63,14,7,56.2,43.8,17,8,1,3
257,2.13,2.56,18,10,56.3,43.7,15,9,3,3
258,2.02,1.72,14,3,60.9,39.1,8,9,2,2
259,3.43,2.7,8,8,47.0,53.0,8,18,4,4
260,1.31,1.78,8,9,50.7,49.3,17,11,2,4
261,1.9,1.6,14,9,61.2,38.8,16,17,0,3
262,0.37,3.01,10,11,43.2,56.8,18,11,3,2
263,1.45,1.38,8,8,45.5,54.5,18,18,3,1
264,3.37,2.75,17,9,56.9,43.1,16,17,0,0
265,2.3,1.9,14,10,44.4,55.6,18,10,4,3
266,1.19,0.99,12,8,55.9,44.1,15,10,0,3
267,1.83,0.87,13,6,57.4,42.6,13,11,2,2
268,3.79,1.17,16,6,53.0,47.0,8,16,1,4
269,0.62,0.5,10,13,51.2,48.8,18,14,3,1
270,3.0,0.91,10,9,57.1,42.9,9,15,3,4
271,2.98,1.21,21,9,60.6,39.4,15,9,3,3
272,2.55,0.1,22,3,66.0,34.0,13,9,3,0
273,2.49,0.72,14,7,57.6,42.4,9,14,3,0
274,2.69,1.88,16,10,53.1,46.9,16,16,0,0
275,2.35,1.81,10,13,51.5,48.5,17,17,2,4
276,1.29,0.72,12,5,50.7,49.3,16,11,3,2
277,1.25,2.48,12,13,41.5,58.5,13,8,1,3
278,4.25,1.18,12,13,55.0,45.0,13,16,4,4
279,1.51,2.31,17,10,56.2,43.8,15,18,2,3
280,0.62,0.4,14,3,70.0,30.0,9,9,1,0
281,2.73,0.6,15,3,53.2,46.8,13,13,2,4
282,1.9,1.64,15,10,50.8,49.2,16,13,0,0
283,1.62,0.29,12,7,55.4,44.6,10,15,1,3
284,2.16,1.12,15,7,60.0,40.0,9,12,4,1
285,2.69,1.2,10,10,50.5,49.5,11,9,3,1
286,0.28,1.09,10,7,50.6,49.4,15,11,2,0
287,2.08,1.18,7,11,38.4,61.6,14,8,4,0
288,1.73,0.38,9,9,45.9,54.1,15,15,4,4
289,1.45,0.38,12,12,49.0,51.0,10,15,0,4
290,1.95,1.68,16,10,50.8,49.2,8,16,3,4
291,0.95,0.31,9,7,42.7,57.3,15,16,1,4
292,0.12,1.14,6,8,51.8,48.2,10,10,0,3
293,2.24,2.56,18,11,56.3,43.7,18,17,4,2
294,2.28,0.41,18,7,58.4,41.6,16,14,3,4
295,2.64,1.15,16,1,65.6,34.4,11,12,3,2
296,0.96,0.21,14,10,60.3,39.7,12,15,1,1
297,1.18,1.37,12,11,48.1,51.9,14,17,4,2
298,1.69,1.86,14,5,70.0,30.0,16,13,4,1
299,2.17,2.09,11,7,44.9,55.1,11,11,4,2
300,1.67,0.66,12,9,46.3,53.7,18,13,1,1
301,1.42,2.28,14,8,52.5,47.5,16,16,2,0
302,1.92,0.98,15,3,61.6,38.4,13,16,3,4
303,1.8,1.57,10,6,56.2,43.8,17,18,3,4
304,2.73,2.13,14,9,56.3,43.7,12,14,0,4
305,2.36,2.01,8,7,50.9,49.1,9,8,3,1
306,0.78,1.43,10,7,51.8,48.2,8,18,0,1
307,2.04,2.18,15,5,64.7,35.3,12,10,2,2
308,1.38,0.55,12,11,40.8,59.2,10,8,2,1
309,2.91,0.72,18,4,70.0,30.0,16,8,2,3
310,1.92,1.69,12,7,52.0,48.0,9,17,4,1
311,0.29,0.8,7,13,39.6,60.4,18,16,3,1
312,2.15,1.74,14,9,47.6,52.4,16,12,0,3
313,1.82,1.02,12,10,54.6,45.4,14,14,2,4
314,1.26,1.88,10,8,52.9,47.1,8,8,2,1
315,3.02,1.17,7,12,46.4,53.6,17,15,1,2
316,1.1,2.64,5,16,40.3,59.7,17,16,4,1
317,0.87,1.99,7,14,44.3,55.7,11,12,3,1
318,1.07,0.42,9,10,41.8,58.2,18,9,1,1
319,1.93,2.34,8,7,48.3,51.7,16,9,3,0
320,2.46,0.53,8,8,55.9,44.1,14,12,4,2
321,1.41,0.97,17,10,58.6,41.4,10,10,4,2
322,1.37,1.05,16,4,57.6,42.4,8,13,3,1
323,3.12,2.73,13,6,49.8,50.2,8,10,2,4
324,2.51,2.63,8,4,48.1,51.9,8,18,4,2
325,1.19,0.52,6,11,51.5,48.5,15,17,4,2
326,2.08,2.49,12,6,50.1,49.9,9,13,4,1
327,3.48,0.97,18,13,58.8,41.2,10,16,0,4
328,3.73,0.97,16,8,58.9,41.1,10,14,4,4
329,1.12,1.09,9,12,43.8,56.2,14,9,2,1
330,1.54,1.22,12,6,68.6,31.4,11,18,2,2
331,1.39,0.94,11,10,48.6,51.4,13,12,1,4
332,0.1,2.39,7,11,50.1,49.9,16,15,4,0
333,1.62,1.63,14,1,55.4,44.6,9,18,2,3
334,0.62,0.98,8,8,47.9,52.1,11,18,4,4
335,1.41,1.07,15,4,61.9,38.1,11,8,2,3
336,3.4,0.1,11,1,55.7,44.3,9,14,2,4
337,1.37,1.5,19,8,54.7,45.3,12,8,4,2
338,2.08,1.55,12,10,49.5,50.5,16,16,3,3
339,0.53,1.45,10,10,50.9,49.1,8,12,1,2
340,0.98,2.02,13,6,55.9,44.1,16,9,0,1
341,2.73,0.7,14,3,55.2,44.8,16,16,0,0
342,0.99,1.31,8,4,49.7,50.3,11,18,1,3
343,1.9,0.88,10,8,50.7,49.3,9,11,4,3
344,2.76,0.57,12,13,49.7,50.3,18,9,1,0
345,4.39,1.4,12,12,54.8,45.2,15,13,0,0
346,3.05,1.33,17,11,47.5,52.5,9,8,1,2
347,1.34,1.33,12,10,49.6,50.4,16,9,4,1
348,2.76,0.26,17,5,61.3,38.7,12,14,3,3
349,1.47,0.41,10,6,70.0,30.0,18,14,3,2
350,2.87,0.21,16,7,51.3,48.7,8,14,0,4
351,1.02,2.06,14,6,62.8,37.2,8,18,4,0
352,1.07,0.53,16,3,60.7,39.3,17,8,0,2
353,1.98,2.09,11,13,35.0,65.0,16,9,2,2
354,1.5,1.42,8,9,48.2,51.8,17,9,2,3
355,0.77,1.87,10,8,49.0,51.0,14,14,0,3
356,0.75,0.81,10,10,47.8,52.2,10,16,1,1
357,1.49,0.98,13,11,46.6,53.4,14,16,2,1
358,0.25,1.68,7,10,51.4,48.6,12,18,2,0
359,1.74,1.6,14,8,50.1,49.9,16,16,1,0
360,2.79,0.8,10,12,49.8,50.2,8,8,4,4
361,0.77,3.08,5,16,36.1,63.9,14,16,4,0
362,1.2,1.13,5,8,46.7,53.3,12,11,2,1
363,1.53,1.35,9,10,54.0,46.0,14,18,4,1
364,2.43,1.94,9,5,50.6,49.4,10,10,1,4
365,1.3,3.12,13,7,64.5,35.5,12,11,0,1
366,1.26,1.13,10,12,49.4,50.6,18,17,0,4
367,2.89,0.61,10,9,58.1,41.9,15,18,4,0
368,2.3,0.1,16,4,61.5,38.5,12,18,0,2
369,2.41,1.88,11,12,49.0,51.0,9,11,4,3
370,2.37,1.97,12,3,53.8,46.2,13,13,1,1
371,1.06,2.24,5,17,37.3,62.7,9,12,4,0
372,4.04,0.42,18,8,56.3,43.7,11,13,3,3
373,1.83,1.35,12,6,56.7,43.3,13,17,2,4
374,2.96,2.99,21,8,65.5,34.5,10,17,4,2
375,1.25,1.51,12,9,59.3,40.7,13,14,1,0
376,0.88,1.82,7,14,41.5,58.5,13,11,1,3
377,0.56,0.62,5,9,49.7,50.3,12,13,1,2
378,2.7,0.56,11,8,51.8,48.2,15,15,3,2
379,1.06,0.39,9,4,63.5,36.5,12,15,4,0
380,1.73,2.4,17,15,52.6,47.4,10,18,4,0
