match_id,matchweek,match_date,home_team_id,away_team_id,home_goals,away_goals,stadium,referee
134,14,2023-11-11,20,13,0,1,Vitality Stadium,John Brooks
135,14,2023-11-11,16,11,1,1,Bramall Lane,Jarrod Gillett
136,14,2023-11-11,18,8,2,2,London Stadium,Paul Tierney
137,14,2023-11-11,8,19,1,1,Goodison Park,Stuart Attwell
138,14,2023-11-11,3,9,0,1,Gtech Community Stadium,Jarrod Gillett
139,14,2023-11-11,5,6,1,2,Turf Moor,Stuart Attwell
140,14,2023-11-11,7,10,1,2,Selhurst Park,Craig Pawson
141,15,2023-11-18,3,15,0,1,Gtech Community Stadium,Craig Pawson
142,15,2023-11-18,5,8,0,0,Turf Moor,Michael Oliver
143,15,2023-11-18,9,15,1,0,Craven Cottage,Jarrod Gillett
144,15,2023-11-18,16,20,0,0,Bramall Lane,John Brooks
145,15,2023-11-18,11,18,0,3,Kenilworth Road,Chris Kavanagh
146,15,2023-11-18,13,15,1,1,Old Trafford,Simon Hooper
147,15,2023-11-18,6,19,2,0,Stamford Bridge,Jarrod Gillett
148,15,2023-11-18,5,10,1,1,Turf Moor,Chris Kavanagh
149,15,2023-11-18,10,8,2,0,Anfield,Stuart Attwell
150,15,2023-11-18,5,11,0,0,Turf Moor,John Brooks
151,16,2023-11-25,6,8,0,0,Stamford Bridge,Simon Hooper
152,16,2023-11-25,12,8,1,1,Etihad Stadium,Simon Hooper
153,16,2023-11-25,13,16,1,1,Old Trafford,Jarrod Gillett
154,16,2023-11-25,19,17,4,0,Molineux,Simon Hooper
155,16,2023-11-25,12,10,3,0,Etihad Stadium,Chris Kavanagh
156,16,2023-11-25,16,9,1,0,Bramall Lane,Anthony Taylor
157,16,2023-11-25,14,17,1,0,St. James Park,Stuart Attwell
158,16,2023-11-25,9,6,0,1,Craven Cottage,Paul Tierney
159,16,2023-11-25,12,4,1,1,Etihad Stadium,Michael Oliver
160,16,2023-11-25,10,2,0,1,Anfield,Simon Hooper
161,17,2023-12-02,19,12,0,1,Molineux,Stuart Attwell
162,17,2023-12-02,4,9,1,2,Amex Stadium,Stuart Attwell
163,17,2023-12-02,12,5,1,1,Etihad Stadium,Craig Pawson
164,17,2023-12-02,2,1,2,2,Villa Park,Stuart Attwell
165,17,2023-12-02,18,14,0,3,London Stadium,John Brooks
166,17,2023-12-02,18,3,1,0,London Stadium,Craig Pawson
167,17,2023-12-02,6,14,0,2,Stamford Bridge,Paul Tierney
168,17,2023-12-02,20,1,2,2,Vitality Stadium,David Coote
169,17,2023-12-02,19,14,1,2,Molineux,Stuart Attwell
170,17,2023-12-02,16,13,2,2,Bramall Lane,Jarrod Gillett
171,18,2023-12-09,15,17,2,0,City Ground,Simon Hooper
172,18,2023-12-09,2,20,3,1,Villa Park,Paul Tierney
173,18,2023-12-09,7,14,1,1,Selhurst Park,Paul Tierney
174,18,2023-12-09,10,9,3,1,Anfield,David Coote
175,18,2023-12-09,19,16,1,1,Molineux,Anthony Taylor
176,18,2023-12-09,13,2,0,0,Old Trafford,Anthony Taylor
177,18,2023-12-09,2,18,3,1,Villa Park,Paul Tierney
178,18,2023-12-09,20,18,1,2,Vitality Stadium,Chris Kavanagh
179,18,2023-12-09,12,20,2,1,Etihad Stadium,Simon Hooper
180,18,2023-12-09,10,5,1,3,Anfield,
181,19,2023-12-16,3,7,2,2,Gtech Community Stadium,John Brooks
182,19,2023-12-16,8,1,4,2,Goodison Park,David Coote
183,19,2023-12-16,18,11,3,1,London Stadium,David Coote
184,19,2023-12-16,4,7,2,1,Amex Stadium,John Brooks
185,19,2023-12-16,15,19,2,1,City Ground,Jarrod Gillett
186,19,2023-12-16,10,16,1,1,Anfield,Michael Oliver
187,19,2023-12-16,13,3,0,1,Old Trafford,Anthony Taylor
188,19,2023-12-16,12,14,2,1,Etihad Stadium,David Coote
189,19,2023-12-16,6,12,1,1,Stamford Bridge,John Brooks
190,19,2023-12-16,4,19,1,2,Amex Stadium,Anthony Taylor
191,20,2023-12-23,20,5,0,1,Vitality Stadium,Chris Kavanagh
192,20,2023-12-23,18,1,1,0,London Stadium,Paul Tierney
193,20,2023-12-23,19,7,0,1,Molineux,Craig Pawson
194,20,2023-12-23,15,8,0,2,City Ground,Paul Tierney
195,20,2023-12-23,9,1,1,1,Craven Cottage,Craig Pawson
196,20,2023-12-23,12,9,0,2,Etihad Stadium,David Coote
197,20,2023-12-23,19,5,1,1,Molineux,Simon Hooper
198,20,2023-12-23,5,16,0,2,Turf Moor,John Brooks
199,20,2023-12-23,11,20,0,0,Kenilworth Road,Simon Hooper
200,20,2023-12-23,18,16,-1,0,London Stadium,John Brooks
201,21,2023-12-30,18,17,1,1,London Stadium,Chris Kavanagh
202,21,2023-12-30,6,11,0,0,Stamford Bridge,Jarrod Gillett
203,21,2023-12-30,7,19,3,1,Selhurst Park,Stuart Attwell
204,21,2023-12-30,13,7,2,0,Old Trafford,Jarrod Gillett
205,21,2023-12-30,8,11,0,0,Goodison Park,David Coote
206,21,2023-12-30,7,1,0,1,Selhurst Park,John Brooks
207,21,2023-12-30,13,18,3,1,Old Trafford,Michael Oliver
208,21,2023-12-30,16,3,1,1,Bramall Lane,Michael Oliver
209,21,2023-12-30,2,5,1,2,Villa Park,Anthony Taylor
210,21,2023-12-30,2,16,4,0,Villa Park,David Coote
211,22,2024-01-06,2,9,1,1,Villa Park,Michael Oliver
212,22,2024-01-06,14,7,0,3,St. James Park,Anthony Taylor
213,22,2024-01-06,17,1,1,1,Tottenham Hotspur Stadium,Stuart Attwell
214,22,2024-01-06,12,11,1,2,Etihad Stadium,David Coote
215,22,2024-01-06,6,20,0,0,Stamford Bridge,David Coote
216,22,2024-01-06,5,3,0,3,Turf Moor,Michael Oliver
217,22,2024-01-06,1,3,1,2,Emirates Stadium,Paul Tierney
218,22,2024-01-06,16,1,1,0,Bramall Lane,Craig Pawson
219,22,2024-01-06,14,18,1,1,St. James Park,Stuart Attwell
220,22,2024-01-06,5,18,1,1,Turf Moor,Simon Hooper
221,23,2024-01-13,5,7,1,1,Turf Moor,Stuart Attwell
222,23,2024-01-13,6,5,2,0,Stamford Bridge,Simon Hooper
223,23,2024-01-13,10,20,1,0,Anfield,Anthony Taylor
224,23,2024-01-13,13,1,2,1,Old Trafford,John Brooks
225,23,2024-01-13,14,8,0,2,St. James Park,Simon Hooper
226,23,2024-01-13,14,6,1,3,St. James Park,Anthony Taylor
227,23,2024-01-13,13,5,1,0,Old Trafford,John Brooks
228,23,2024-01-13,13,12,1,2,Old Trafford,Stuart Attwell
229,23,2024-01-13,18,12,4,2,London Stadium,Michael Oliver
230,23,2024-01-13,4,13,1,2,Amex Stadium,Paul Tierney
231,24,2024-01-20,13,11,2,2,Old Trafford,Simon Hooper
232,24,2024-01-20,1,20,1,5,Emirates Stadium,Craig Pawson
233,24,2024-01-20,10,13,2,1,Anfield,Paul Tierney
234,24,2024-01-20,4,8,0,0,Amex Stadium,Anthony Taylor
235,24,2024-01-20,11,16,1,1,Kenilworth Road,Anthony Taylor
236,24,2024-01-20,4,20,1,1,Amex Stadium,Michael Oliver
237,24,2024-01-20,9,7,3,0,Craven Cottage,Craig Pawson
238,24,2024-01-20,11,8,1,5,Kenilworth Road,David Coote
239,24,2024-01-20,16,6,2,4,Bramall Lane,Anthony Taylor
240,24,2024-01-20,6,3,2,0,Stamford Bridge,Stuart Attwell
241,25,2024-01-27,17,19,1,0,Tottenham Hotspur Stadium,Jarrod Gillett
242,25,2024-01-27,8,18,0,0,Goodison Park,Craig Pawson
243,25,2024-01-27,19,13,0,2,Molineux,Chris Kavanagh
244,25,2024-01-27,17,3,1,2,Tottenham Hotspur Stadium,David Coote
245,25,2024-01-27,6,17,3,1,Stamford Bridge,Michael Oliver
246,25,2024-01-27,6,2,1,3,Stamford Bridge,Michael Oliver
247,25,2024-01-27,13,14,0,0,Old Trafford,John Brooks
248,25,2024-01-27,8,10,0,0,Goodison Park,Anthony Taylor
249,25,2024-01-27,15,16,2,4,City Ground,Paul Tierney
250,25,2024-01-27,4,2,2,0,Amex Stadium,Stuart Attwell
251,26,2024-02-03,7,13,1,0,Selhurst Park,David Coote
252,26,2024-02-03,17,7,2,0,Tottenham Hotspur Stadium,Anthony Taylor
253,26,2024-02-03,11,12,1,0,Kenilworth Road,Craig Pawson
254,26,2024-02-03,4,14,5,0,Amex Stadium,Paul Tierney
255,26,2024-02-03,9,12,1,0,Craven Cottage,Anthony Taylor
256,26,2024-02-03,1,17,2,0,Emirates Stadium,Anthony Taylor
257,26,2024-02-03,9,17,1,2,Craven Cottage,Anthony Taylor
258,26,2024-02-03,15,10,2,2,City Ground,John Brooks
259,26,2024-02-03,10,4,5,3,Anfield,John Brooks
260,26,2024-02-03,15,20,1,2,City Ground,Simon Hooper
261,27,2024-02-10,19,18,1,1,Molineux,Stuart Attwell
262,27,2024-02-10,12,16,0,3,Etihad Stadium,Paul Tierney
263,27,2024-02-10,3,14,1,2,Gtech Community Stadium,Stuart Attwell
264,27,2024-02-10,2,10,3,3,Villa Park,Stuart Attwell
265,27,2024-02-10,10,7,2,2,Anfield,Anthony Taylor
266,27,2024-02-10,14,10,1,0,St. James Park,Chris Kavanagh
267,27,2024-02-10,19,9,1,1,Molineux,Jarrod Gillett
268,27,2024-02-10,20,16,4,1,Vitality Stadium,Michael Oliver
269,27,2024-02-10,11,7,0,0,Kenilworth Road,Jarrod Gillett
270,27,2024-02-10,16,10,3,0,Bramall Lane,Stuart Attwell
271,28,2024-02-17,11,10,2,0,Kenilworth Road,David Coote
272,28,2024-02-17,18,2,2,0,London Stadium,John Brooks
273,28,2024-02-17,5,9,2,1,Turf Moor,Craig Pawson
274,28,2024-02-17,17,6,2,1,Tottenham Hotspur Stadium,Stuart Attwell
275,28,2024-02-17,3,2,2,1,Gtech Community Stadium,Paul Tierney
276,28,2024-02-17,19,20,0,0,Molineux,Jarrod Gillett
277,28,2024-02-17,4,18,1,3,Amex Stadium,David Coote
278,28,2024-02-17,6,13,5,0,Stamford Bridge,Craig Pawson
279,28,2024-02-17,18,10,0,3,London Stadium,Anthony Taylor
280,28,2024-02-17,9,11,0,0,Craven Cottage,Anthony Taylor
281,29,2024-02-24,18,7,2,1,London Stadium,Stuart Attwell
282,29,2024-02-24,17,4,1,1,Tottenham Hotspur Stadium,Anthony Taylor
283,29,2024-02-24,15,13,1,0,City Ground,Jarrod Gillett
284,29,2024-02-24,8,12,1,1,Goodison Park,Paul Tierney
285,29,2024-02-24,20,6,3,1,Vitality Stadium,John Brooks
286,29,2024-02-24,2,6,0,1,Villa Park,Paul Tierney
287,29,2024-02-24,8,6,2,1,Goodison Park,John Brooks
288,29,2024-02-24,16,18,1,0,Bramall Lane,Stuart Attwell
289,29,2024-02-24,6,15,1,0,Stamford Bridge,Craig Pawson
290,29,2024-02-24,7,4,1,2,Selhurst Park,Simon Hooper
291,30,2024-03-02,2,4,0,0,Villa Park,Anthony Taylor
292,30,2024-03-02,15,5,0,2,City Ground,Craig Pawson
293,30,2024-03-02,3,12,1,3,Gtech Community Stadium,Chris Kavanagh
294,30,2024-03-02,17,9,2,0,Tottenham Hotspur Stadium,Jarrod Gillett
295,30,2024-03-02,9,19,3,2,Craven Cottage,Jarrod Gillett
296,30,2024-03-02,12,15,0,0,Etihad Stadium,Jarrod Gillett
297,30,2024-03-02,14,9,1,1,St. James Park,Simon Hooper
298,30,2024-03-02,3,6,2,2,Gtech Community Stadium,Michael Oliver
299,30,2024-03-02,5,13,2,3,Turf Moor,Simon Hooper
300,30,2024-03-02,19,15,1,0,Molineux,Craig Pawson
301,31,2024-03-09,2,11,1,3,Villa Park,Chris Kavanagh
302,31,2024-03-09,13,17,1,1,Old Trafford,Jarrod Gillett
303,31,2024-03-09,18,19,2,2,London Stadium,Chris Kavanagh
304,31,2024-03-09,11,4,2,2,Kenilworth Road,Craig Pawson
305,31,2024-03-09,11,5,3,2,Kenilworth Road,Paul Tierney
306,31,2024-03-09,17,11,0,1,Tottenham Hotspur Stadium,Simon Hooper
307,31,2024-03-09,3,11,2,2,Gtech Community Stadium,Michael Oliver
308,31,2024-03-09,1,18,1,0,Emirates Stadium,Craig Pawson
309,31,2024-03-09,3,5,2,1,Gtech Community Stadium,David Coote
310,31,2024-03-09,9,2,1,2,Craven Cottage,Paul Tierney
311,32,2024-03-16,7,2,0,0,Selhurst Park,Anthony Taylor
312,32,2024-03-16,7,12,1,2,Selhurst Park,Craig Pawson
313,32,2024-03-16,16,5,2,0,Bramall Lane,David Coote
314,32,2024-03-16,13,8,0,2,Old Trafford,Jarrod Gillett
315,32,2024-03-16,11,19,4,0,Kenilworth Road,Anthony Taylor
316,32,2024-03-16,19,11,1,2,Molineux,Chris Kavanagh
317,32,2024-03-16,3,4,0,2,Gtech Community Stadium,Michael Oliver
318,32,2024-03-16,11,15,1,0,Kenilworth Road,John Brooks
319,32,2024-03-16,8,4,2,3,Goodison Park,John Brooks
320,32,2024-03-16,10,12,2,0,Anfield,Stuart Attwell
321,33,2024-03-23,7,17,0,0,Selhurst Park,Paul Tierney
322,33,2024-03-23,15,4,1,2,City Ground,Jarrod Gillett
323,33,2024-03-23,17,14,3,4,Tottenham Hotspur Stadium,Paul Tierney
324,33,2024-03-23,6,4,3,3,Stamford Bridge,John Brooks
325,33,2024-03-23,7,11,2,0,Selhurst Park,Chris Kavanagh
326,33,2024-03-23,5,1,2,3,Turf Moor,Stuart Attwell
327,33,2024-03-23,20,19,3,0,Vitality Stadium,David Coote
328,33,2024-03-23,3,13,4,1,Gtech Community Stadium,Anthony Taylor
329,33,2024-03-23,3,18,1,0,Gtech Community Stadium,Michael Oliver
330,33,2024-03-23,5,17,1,1,Turf Moor,Jarrod Gillett
331,34,2024-03-30,12,13,1,1,Etihad Stadium,Anthony Taylor
332,34,2024-03-30,14,11,0,2,St. James Park,Michael Oliver
333,34,2024-03-30,19,4,1,2,Molineux,Simon Hooper
334,34,2024-03-30,8,15,0,1,Goodison Park,Craig Pawson
335,34,2024-03-30,15,9,1,1,City Ground,Michael Oliver
336,34,2024-03-30,8,9,4,0,Goodison Park,Michael Oliver
337,34,2024-03-30,15,6,0,2,City Ground,Paul Tierney
338,34,2024-03-30,19,2,1,1,Molineux,Chris Kavanagh
339,34,2024-03-30,1,8,0,1,Emirates Stadium,Simon Hooper
340,34,2024-03-30,12,2,1,2,Etihad Stadium,Chris Kavanagh
341,35,2024-04-06,15,18,2,1,City Ground,Paul Tierney
342,35,2024-04-06,15,7,0,1,City Ground,Paul Tierney
343,35,2024-04-06,20,3,2,1,Vitality Stadium,Paul Tierney
344,35,2024-04-06,1,10,3,0,Emirates Stadium,Anthony Taylor
345,35,2024-04-06,14,3,5,0,St. James Park,Chris Kavanagh
346,35,2024-04-06,18,15,2,1,London Stadium,Chris Kavanagh
347,35,2024-04-06,14,1,0,1,St. James Park,Jarrod Gillett
348,35,2024-04-06,17,12,2,0,Tottenham Hotspur Stadium,Stuart Attwell
349,35,2024-04-06,18,20,2,0,London Stadium,Simon Hooper
350,35,2024-04-06,18,4,2,0,London Stadium,Anthony Taylor
351,36,2024-04-13,17,13,0,2,Tottenham Hotspur Stadium,Simon Hooper
352,36,2024-04-13,20,9,0,1,Vitality Stadium,Anthony Taylor
353,36,2024-04-13,11,2,2,1,Kenilworth Road,Chris Kavanagh
354,36,2024-04-13,13,6,2,1,Old Trafford,Craig Pawson
355,36,2024-04-13,14,12,0,2,St. James Park,Stuart Attwell
356,36,2024-04-13,6,18,0,0,Stamford Bridge,Chris Kavanagh
357,36,2024-04-13,1,6,1,0,Emirates Stadium,John Brooks
358,36,2024-04-13,5,2,0,1,Turf Moor,Paul Tierney
359,36,2024-04-13,2,17,1,1,Villa Park,Jarrod Gillett
360,36,2024-04-13,7,5,3,0,Selhurst Park,Anthony Taylor
361,37,2024-04-20,17,20,1,3,Tottenham Hotspur Stadium,Simon Hooper
362,37,2024-04-20,4,15,1,2,Amex Stadium,Paul Tierney
363,37,2024-04-20,12,3,1,1,Etihad Stadium,Craig Pawson
364,37,2024-04-20,1,5,2,3,Emirates Stadium,Michael Oliver
365,37,2024-04-20,2,7,1,4,Villa Park,Craig Pawson
366,37,2024-04-20,19,1,1,1,Molineux,Anthony Taylor
367,37,2024-04-20,3,1,3,0,Gtech Community Stadium,Paul Tierney
368,37,2024-04-20,1,19,1,0,Emirates Stadium,Anthony Taylor
369,37,2024-04-20,15,3,2,1,City Ground,David Coote
370,37,2024-04-20,2,13,3,2,Villa Park,Jarrod Gillett
371,38,2024-04-27,18,6,1,1,London Stadium,Jarrod Gillett
372,38,2024-04-27,15,12,4,0,City Ground,Michael Oliver
373,38,2024-04-27,5,20,1,1,Turf Moor,Simon Hooper
374,38,2024-04-27,14,4,3,3,St. James Park,Stuart Attwell
375,38,2024-04-27,15,14,1,1,City Ground,Anthony Taylor
376,38,2024-04-27,20,8,0,1,Vitality Stadium,Michael Oliver
377,38,2024-04-27,4,16,0,0,Amex Stadium,Stuart Attwell
378,38,2024-04-27,5,12,3,0,Turf Moor,Michael Oliver
379,38,2024-04-27,10,11,1,0,Anfield,Stuart Attwell
380,38,2024-04-27,20,15,1,2,Vitality Stadium,David Coote
100,10,2023-10-14,20,7,2,1,Vitality Stadium,Craig Pawson
